Genotype,Envir,Management,Row,Position,Flowering_end,R,P,Flowering_end_spats_residuals,Flowering_end_spats_geno_pred_values,Flowering_end_spats_adj_pheno
65,ESP_2019_1,1,11,112,94,11,112,-8.03368644865232,101.685515387495,93.6518289388429
65,ESP_2019_1,1,5,60,98,5,60,-4.13997203578147,101.685515387495,97.5455433517138
65,ESP_2019_1,1,11,65,101,11,65,0.0453171498846814,101.685515387495,101.73083253738
65,ESP_2019_1,1,6,125,101,6,125,-1.90140543585326,101.685515387495,99.784109951642
65,ESP_2019_1,1,5,103,108,5,103,4.85906675013547,101.685515387495,106.544582137631
65,ESP_2019_1,1,1,87,98,1,87,-3.88664918691109,101.685515387495,97.7988662005842
65,ESP_2019_1,1,9,82,101,9,82,-0.257998463131656,101.685515387495,101.427516924364
652,ESP_2019_1,1,8,77,93,8,77,-4.69982031357137,98.3066119826313,93.60679166906
652,ESP_2019_1,1,5,8,98,5,8,0.348067182211949,98.3066119826313,98.6546791648433
653,ESP_2019_1,1,2,82,98,2,82,0.496207099148521,97.4622651258631,97.9584722250116
653,ESP_2019_1,1,5,46,92,5,46,-5.87935186024347,97.4622651258631,91.5829132656196
66,ESP_2019_1,1,6,111,108,6,111,-0.865734425479815,107.438912830888,106.573178405408
66,ESP_2019_1,1,3,47,116,3,47,7.66932412463939,107.438912830888,115.108236955527
662,ESP_2019_1,1,11,94,101,11,94,-0.104998861634257,100.905617705007,100.800618843373
662,ESP_2019_1,1,8,19,101,8,19,1.23013359710427,100.905617705007,102.135751302111
662,ESP_2019_1,1,10,124,101,10,124,-0.472179128832295,100.905617705007,100.433438576175
662,ESP_2019_1,1,2,123,98,2,123,-2.96894475435461,100.905617705007,97.9366729506524
662,ESP_2019_1,1,13,19,101,13,19,1.1389890532236,100.905617705007,102.044606758231
670,ESP_2019_1,1,4,47,98,4,47,-2.4969686442811,99.825027884502,97.3280592402209
673,ESP_2019_1,1,10,121,108,10,121,3.67021834336472,103.852033402343,107.522251745707
673,ESP_2019_1,1,5,95,108,5,95,2.85136288081409,103.852033402343,106.703396283157
673,ESP_2019_1,1,11,3,94,11,3,-9.29734824007153,103.852033402343,94.554685162271
673,ESP_2019_1,1,9,21,108,9,21,5.19789027170825,103.852033402343,109.049923674051
676,ESP_2019_1,1,13,70,94,13,70,-2.75592804125364,97.3206415193548,94.5647134781012
676,ESP_2019_1,1,12,59,101,12,59,4.33768704360537,97.3206415193548,101.65832856296
676,ESP_2019_1,1,1,29,98,1,29,-0.248603370864387,97.3206415193548,97.0720381484904
676,ESP_2019_1,1,4,109,92,4,109,-6.88929730866603,97.3206415193548,90.4313442106888
678,ESP_2019_1,1,5,96,98,5,96,-2.16753944087324,98.8430118798203,96.6754724389471
678,ESP_2019_1,1,2,18,98,2,18,-1.52898727527872,98.8430118798203,97.3140246045416
68,ESP_2019_1,1,5,123,98,5,123,-2.86518570744354,99.8411073362437,96.9759216288001
68,ESP_2019_1,1,6,54,101,6,54,0.387858531362809,99.8411073362437,100.228965867606
681,ESP_2019_1,1,2,41,116,2,41,7.69695417163067,107.528221828483,115.225176000114
681,ESP_2019_1,1,9,128,108,9,128,-0.78427121080793,107.528221828483,106.743950617675
691,ESP_2019_1,1,8,10,101,8,10,0.668540766245258,101.622499843527,102.291040609772
691,ESP_2019_1,1,9,105,101,9,105,-0.969850697093122,101.622499843527,100.652649146434
697,ESP_2019_1,1,2,122,116,2,122,11.1284220383064,104.804411799947,115.932833838253
697,ESP_2019_1,1,4,42,98,4,42,-7.54294381793332,104.804411799947,97.2614679820136
71,ESP_2019_1,1,7,116,101,7,116,-1.59881457074306,101.950850420194,100.352035849451
71,ESP_2019_1,1,13,49,101,13,49,-0.0795642909766912,101.950850420194,101.871286129218
71,ESP_2019_1,1,10,118,101,10,118,-1.34416790925286,101.950850420194,100.606682510941
71,ESP_2019_1,1,13,109,101,13,109,-0.110027303809247,101.950850420194,101.840823116385
71,ESP_2019_1,1,1,27,107,1,27,4.08586515744811,101.950850420194,106.036715577642
71,ESP_2019_1,1,12,75,101,12,75,-0.853512250431237,101.950850420194,101.097338169763
722,ESP_2019_1,1,9,30,101,9,30,2.70080439644092,99.3377894927178,102.038593889159
722,ESP_2019_1,1,9,74,93,9,74,-5.79294739939189,99.3377894927178,93.5448420933259
737,ESP_2019_1,1,4,39,92,4,39,-5.85159448206493,97.0787696251714,91.2271751431065
739,ESP_2019_1,1,7,61,101,7,61,-1.38113842299063,102.35691355525,100.97577513226
739,ESP_2019_1,1,13,21,101,13,21,-0.322236233161405,102.35691355525,102.034677322089
739,ESP_2019_1,1,6,88,101,6,88,-2.33761042969157,102.35691355525,100.019303125559
739,ESP_2019_1,1,1,113,107,1,113,5.11495606542057,102.35691355525,107.471869620671
739,ESP_2019_1,1,12,114,94,12,114,-8.33760894496722,102.35691355525,94.0193046102832
739,ESP_2019_1,1,10,50,101,10,50,0.266099775188977,102.35691355525,102.623013330439
739,ESP_2019_1,1,5,105,98,5,105,-5.82228828218211,102.35691355525,96.5346252730683
739,ESP_2019_1,1,5,127,98,5,127,-5.19377834588325,102.35691355525,97.1631352093672
739,ESP_2019_1,1,11,66,108,11,66,6.32968547636126,102.35691355525,108.686599031612
739,ESP_2019_1,1,7,8,101,7,8,0.0338490752842944,102.35691355525,102.390762630535
739,ESP_2019_1,1,1,28,98,1,28,-5.30161537190105,102.35691355525,97.0552981833494
739,ESP_2019_1,1,13,72,108,13,72,6.17519059363517,102.35691355525,108.532104148886
739,ESP_2019_1,1,2,11,107,2,11,4.02127370862547,102.35691355525,106.378187263876
739,ESP_2019_1,1,9,41,101,9,41,-0.471886183537137,102.35691355525,101.885027371713
739,ESP_2019_1,1,12,20,108,12,20,6.50957823818352,102.35691355525,108.866491793434
739,ESP_2019_1,1,7,7,101,7,7,0.078315259065846,102.35691355525,102.435228814316
739,ESP_2019_1,1,11,32,94,11,32,-6.92191288614305,102.35691355525,95.4350006691074
739,ESP_2019_1,1,3,115,98,3,115,-5.45877101534381,102.35691355525,96.8981425399066
739,ESP_2019_1,1,11,40,108,11,40,7.1362461020331,102.35691355525,109.493159657284
739,ESP_2019_1,1,6,50,101,6,50,-2.10585130137868,102.35691355525,100.251062253872
739,ESP_2019_1,1,6,108,108,6,108,4.2136669732685,102.35691355525,106.570580528519
739,ESP_2019_1,1,9,27,93,9,27,-8.29794592808563,102.35691355525,94.0589676271648
739,ESP_2019_1,1,12,125,108,12,125,5.54833517168783,102.35691355525,107.905248726938
739,ESP_2019_1,1,7,69,108,7,69,5.74286149694216,102.35691355525,108.099775052193
739,ESP_2019_1,1,4,22,108,4,22,4.98916207859432,102.35691355525,107.346075633845
739,ESP_2019_1,1,9,85,101,9,85,-0.995954790909053,102.35691355525,101.360958764341
739,ESP_2019_1,1,6,123,101,6,123,-2.61482637301368,102.35691355525,99.7420871822368
74,ESP_2019_1,1,3,6,108,3,6,3.21392498711117,104.500240430331,107.714165417442
740,ESP_2019_1,1,3,123,116,3,123,8.29109919916651,106.744581313009,115.035680512176
740,ESP_2019_1,1,5,94,116,5,94,7.98863318736771,106.744581313009,114.733214500377
740,ESP_2019_1,1,5,51,116,5,51,8.8284060650788,106.744581313009,115.572987378088
740,ESP_2019_1,1,10,75,101,10,75,-4.902011159453,106.744581313009,101.842570153556
740,ESP_2019_1,1,3,125,108,3,125,0.353992732971435,106.744581313009,107.098574045981
740,ESP_2019_1,1,13,116,101,13,116,-4.90567310923201,106.744581313009,101.838908203777
740,ESP_2019_1,1,3,22,108,3,22,0.352132474143431,106.744581313009,107.096713787153
740,ESP_2019_1,1,7,32,101,7,32,-5.40329197549147,106.744581313009,101.341289337518
740,ESP_2019_1,1,13,4,101,13,4,-4.64784170984292,106.744581313009,102.096739603166
743,ESP_2019_1,1,2,42,116,2,42,7.94925440723408,107.291190920371,115.240445327606
743,ESP_2019_1,1,1,53,107,1,53,-1.0081127922416,107.291190920371,106.28307812813
743,ESP_2019_1,1,7,67,116,7,67,8.77290112349365,107.291190920371,116.064092043865
743,ESP_2019_1,1,2,74,98,2,74,-9.38722387574136,107.291190920371,97.9039670446301
743,ESP_2019_1,1,5,43,108,5,43,0.296324683492784,107.291190920371,107.587515603864
748,ESP_2019_1,1,12,2,101,12,2,-1.04491838242113,102.606980696743,101.562062314322
748,ESP_2019_1,1,11,111,101,11,111,-1.9468636912282,102.606980696743,100.660117005515
748,ESP_2019_1,1,8,104,101,8,104,-1.67473690180952,102.606980696743,100.932243794934
748,ESP_2019_1,1,7,37,108,7,37,5.56777799302755,102.606980696743,108.174758689771
75,ESP_2019_1,1,11,41,101,11,41,-2.74943281575159,105.237558741419,102.488125925668
75,ESP_2019_1,1,10,48,101,10,48,-2.57480995720965,105.237558741419,102.66274878421
75,ESP_2019_1,1,12,99,116,12,99,10.6892269641517,105.237558741419,115.926785705571
75,ESP_2019_1,1,7,22,101,7,22,-3.4845953214698,105.237558741419,101.75296341995
75,ESP_2019_1,1,1,115,107,1,115,2.23418959695425,105.237558741419,107.471748338374
750,ESP_2019_1,1,3,106,98,3,106,-2.70673200428975,99.6533054964369,96.9465734921471
764,ESP_2019_1,1,8,86,101,8,86,-4.70991401238416,106.26989986189,101.559985849506
764,ESP_2019_1,1,6,13,116,6,13,10.0855239877944,106.26989986189,116.355423849685
77,ESP_2019_1,1,2,38,92,2,38,-5.25365861172841,96.4462294274453,91.1925708157168
77,ESP_2019_1,1,13,92,101,13,92,5.12277676059492,96.4462294274453,101.56900618804
77,ESP_2019_1,1,13,121,94,13,121,-1.64380843103109,96.4462294274453,94.8024209964142
77,ESP_2019_1,1,11,61,94,11,61,-1.53841375562578,96.4462294274453,94.9078156718195
77,ESP_2019_1,1,7,71,93,7,71,-3.31115473523144,96.4462294274453,93.1350746922138
779,ESP_2019_1,1,10,60,101,10,60,0.570983355277519,101.772942200648,102.343925555925
779,ESP_2019_1,1,8,73,101,8,73,-0.208167465727414,101.772942200648,101.56477473492
779,ESP_2019_1,1,13,79,101,13,79,-0.313131547452244,101.772942200648,101.459810653196
779,ESP_2019_1,1,12,5,101,12,5,-0.167225023793392,101.772942200648,101.605717176854
7828,ESP_2019_1,1,12,123,101,12,123,1.27956348084686,99.6570199844447,100.936583465292
7828,ESP_2019_1,1,7,57,101,7,57,1.28374645160028,99.6570199844447,100.940766436045
7828,ESP_2019_1,1,6,48,101,6,48,0.610003148248566,99.6570199844447,100.267023132693
7828,ESP_2019_1,1,12,105,101,12,105,1.334867366559,99.6570199844447,100.991887351004
7828,ESP_2019_1,1,10,128,101,10,128,0.653103663065309,99.6570199844447,100.31012364751
7828,ESP_2019_1,1,10,56,94,10,56,-4.18803490020304,99.6570199844447,95.4689850842416
7828,ESP_2019_1,1,11,45,101,11,45,2.78282096750436,99.6570199844447,102.439840951949
7828,ESP_2019_1,1,11,50,94,11,50,-4.33383610752232,99.6570199844447,95.3231838769224
7828,ESP_2019_1,1,3,96,98,3,96,-2.53625267065191,99.6570199844447,97.1207673137928
7828,ESP_2019_1,1,6,86,101,6,86,0.411823939902689,99.6570199844447,100.068843924347
786,ESP_2019_1,1,11,19,101,11,19,1.12499806973393,100.953937134202,102.078935203936
786,ESP_2019_1,1,8,66,101,8,66,0.499003465814042,100.953937134202,101.452940600016
786,ESP_2019_1,1,4,34,98,4,34,-3.76380540298378,100.953937134202,97.190131731218
786,ESP_2019_1,1,12,126,101,12,126,-0.0654622661517692,100.953937134202,100.88847486805
786,ESP_2019_1,1,10,69,101,10,69,1.08728947765609,100.953937134202,102.041226611858
787,ESP_2019_1,1,7,75,93,7,75,-5.45194778492449,98.6473068540071,93.1953590690826
787,ESP_2019_1,1,11,108,108,11,108,9.03499409838163,98.6473068540071,107.682300952389
787,ESP_2019_1,1,12,56,101,12,56,3.11076956377266,98.6473068540071,101.75807641778
787,ESP_2019_1,1,7,46,93,7,46,-5.66728816605068,98.6473068540071,92.9800186879564
787,ESP_2019_1,1,10,115,94,10,115,-4.96211320264732,98.6473068540071,93.6851936513598
8,ESP_2019_1,1,5,41,92,5,41,-5.65223211986232,97.241977255552,91.5897451356897
80,ESP_2019_1,1,9,97,108,9,97,1.62277042947511,106.349374201714,107.972144631189
80,ESP_2019_1,1,4,101,108,4,101,0.139696676358113,106.349374201714,106.489070878072
80,ESP_2019_1,1,6,38,108,6,38,1.04607774715628,106.349374201714,107.39545194887
80,ESP_2019_1,1,9,17,108,9,17,2.66414509401781,106.349374201714,109.013519295732
809,ESP_2019_1,1,7,25,108,7,25,3.71292947216305,104.908749532324,108.621679004487
81,ESP_2019_1,1,1,89,98,1,89,-1.37498098049403,99.2495381995185,97.8745572190245
81,ESP_2019_1,1,4,54,98,4,54,-1.82496327071128,99.2495381995185,97.4245749288072
810,ESP_2019_1,1,11,4,108,11,4,8.88068940046905,99.7036205353856,108.584309935855
810,ESP_2019_1,1,4,94,98,4,94,-3.0360432375406,99.7036205353856,96.667577297845
810,ESP_2019_1,1,8,47,101,8,47,1.68326662447599,99.7036205353856,101.386887159862
810,ESP_2019_1,1,12,79,94,12,79,-5.71349376382635,99.7036205353856,93.9901267715592
810,ESP_2019_1,1,10,63,94,10,63,-4.45968990012697,99.7036205353856,95.2439306352586
82,ESP_2019_1,1,7,29,93,7,29,-2.11407634584938,95.5698209187324,93.455744572883
82,ESP_2019_1,1,9,62,93,9,62,-1.9310225907782,95.5698209187324,93.6387983279542
82,ESP_2019_1,1,2,76,92,2,76,-3.64971560724811,95.5698209187324,91.9201053114842
89,ESP_2019_1,1,3,17,98,3,17,-1.57014338966059,98.8358246451959,97.2656812555353
89,ESP_2019_1,1,4,93,98,4,93,-2.13516272037813,98.8358246451959,96.7006619248177
9,ESP_2019_1,1,3,64,108,3,64,3.12391707001054,104.426555614886,107.550472684897
918,ESP_2019_1,1,11,8,94,11,8,-3.93741410671692,98.6458098615039,94.708395754787
929,ESP_2019_1,1,5,75,98,5,75,-0.692203710373292,98.0449871588413,97.352783448468
929,ESP_2019_1,1,8,22,93,8,22,-3.9791309427568,98.0449871588413,94.0658562160845
93,ESP_2019_1,1,10,84,101,10,84,-2.23912568470665,103.790493410804,101.551367726098
93,ESP_2019_1,1,7,123,101,7,123,-3.53279764878941,103.790493410804,100.257695762015
93,ESP_2019_1,1,11,79,108,11,79,4.37256000551898,103.790493410804,108.163053416323
93,ESP_2019_1,1,13,35,108,13,35,5.17840019579909,103.790493410804,108.968893606604
93,ESP_2019_1,1,8,4,101,8,4,-1.43208631106684,103.790493410804,102.358407099738
94,ESP_2019_1,1,10,103,101,10,103,-3.22229554685191,104.203699527444,100.981403980592
94,ESP_2019_1,1,2,85,108,2,85,3.7696457060959,104.203699527444,107.97334523354
94,ESP_2019_1,1,12,52,108,12,52,4.67390294183238,104.203699527444,108.877602469276
94,ESP_2019_1,1,8,30,101,8,30,-2.36956053380619,104.203699527444,101.834138993637
95,ESP_2019_1,1,7,124,101,7,124,-0.957961530754432,101.203970240901,100.246008710147
95,ESP_2019_1,1,8,57,101,8,57,0.145406812904255,101.203970240901,101.349377053806
950,ESP_2019_1,1,6,72,101,6,72,-0.182102980546389,100.413787268355,100.231684287809
950,ESP_2019_1,1,5,6,98,5,6,-1.59568077476729,100.413787268355,98.8181064935882
953,ESP_2019_1,1,6,78,108,6,78,3.93473612184118,103.270900388649,107.20563651049
953,ESP_2019_1,1,7,42,101,7,42,-2.2224819456367,103.270900388649,101.048418443013
97,ESP_2019_1,1,7,16,101,7,16,0.223569798108784,101.802022412295,102.025592210404
97,ESP_2019_1,1,9,78,101,9,78,-0.305588245495471,101.802022412295,101.4964341668
997,ESP_2019_1,1,6,79,101,6,79,0.227626386807088,99.9675589379617,100.195185324769
997,ESP_2019_1,1,4,20,98,4,20,-2.55048964496945,99.9675589379617,97.4170692929923
ACW_25358,ESP_2019_1,1,10,82,94,10,82,-1.54389292354577,96.1589615235566,94.6150686000109
ACW_25358,ESP_2019_1,1,12,45,94,12,45,-1.1254460158268,96.1589615235566,95.0335155077298
ACW_25358,ESP_2019_1,1,9,99,93,9,99,-3.2658041947013,96.1589615235566,92.8931573288553
ACW_25358,ESP_2019_1,1,12,96,94,12,96,-2.2649721215502,96.1589615235566,93.8939894020064
ACW_25358,ESP_2019_1,1,4,51,98,4,51,1.22495127203993,96.1589615235566,97.3839127955966
ACW_25363,ESP_2019_1,1,1,50,98,1,50,-4.62143566404761,101.890325923935,97.2688902598877
ACW_25363,ESP_2019_1,1,5,104,108,5,104,4.64728225109738,101.890325923935,106.537608175033
ACW_25365,ESP_2019_1,1,6,73,116,6,73,7.2640295178026,107.967064344046,115.231093861848
ACW_25365,ESP_2019_1,1,4,7,108,4,7,0.184710981098576,107.967064344046,108.151775325144
ACW_25366,ESP_2019_1,1,1,34,98,1,34,-4.72488738504462,101.865938704709,97.1410513196642
ACW_25366,ESP_2019_1,1,3,77,108,3,77,5.69016478291039,101.865938704709,107.556103487619
ACW_25366,ESP_2019_1,1,13,45,101,13,45,0.0410685785883373,101.865938704709,101.907007283297
ACW_25366,ESP_2019_1,1,13,87,101,13,87,-0.37207680229362,101.865938704709,101.493861902415
ACW_25366,ESP_2019_1,1,12,72,101,12,72,-0.673006868831408,101.865938704709,101.192931835877
ACW_25366,ESP_2019_1,1,10,2,101,10,2,0.0347946596231026,101.865938704709,101.900733364332
ACW_25368,ESP_2019_1,1,12,19,108,12,19,2.7690424193563,106.078652743412,108.847695162769
ACW_25368,ESP_2019_1,1,11,123,101,11,123,-5.57903910721791,106.078652743412,100.499613636194
ACW_25368,ESP_2019_1,1,2,83,108,2,83,1.88523212220768,106.078652743412,107.96388486562
ACW_25368,ESP_2019_1,1,8,38,108,8,38,2.50171315631613,106.078652743412,108.580365899728
ACW_25368,ESP_2019_1,1,10,49,108,10,49,3.56504805910068,106.078652743412,109.643700802513
ACW_25371,ESP_2019_1,1,5,102,108,5,102,1.66532180561299,104.889658291109,106.554980096722
ACW_25371,ESP_2019_1,1,3,34,108,3,34,2.02428721923326,104.889658291109,106.913945510343
ACW_25372,ESP_2019_1,1,1,79,107,1,79,2.89571192105483,103.638645468423,106.534357389477
ACW_25372,ESP_2019_1,1,6,26,101,6,26,-2.93836575001301,103.638645468423,100.70027971841
ACW_25372,ESP_2019_1,1,12,82,108,12,82,4.29138057131269,103.638645468423,107.930026039735
ACW_25372,ESP_2019_1,1,10,29,101,10,29,-0.933323629191392,103.638645468423,102.705321839231
ACW_25372,ESP_2019_1,1,11,36,101,11,36,-1.15393876448704,103.638645468423,102.484706703936
ACW_25375,ESP_2019_1,1,6,104,101,6,104,-2.78319010945373,102.387040537972,99.6038504285187
ACW_25375,ESP_2019_1,1,10,98,101,10,98,-1.26623419516528,102.387040537972,101.120806342807
ACW_25375,ESP_2019_1,1,13,48,101,13,48,-0.506202229070695,102.387040537972,101.880838308902
ACW_25375,ESP_2019_1,1,5,50,108,5,50,5.1882229311737,102.387040537972,107.575263469146
ACW_25454,ESP_2019_1,1,1,116,98,1,116,-3.3626121261191,101.831427522586,98.4688153964668
ACW_25454,ESP_2019_1,1,4,5,98,4,5,-3.5360964283541,101.831427522586,98.2953310942318
ACW_25454,ESP_2019_1,1,12,25,101,12,25,0.1256889902143,101.831427522586,101.9571165128
ACW_25454,ESP_2019_1,1,10,1,101,10,1,0.0385873255275584,101.831427522586,101.870014848113
ACW_25454,ESP_2019_1,1,13,89,108,13,89,6.68833289779025,101.831427522586,108.519760420376
ACW_25469,ESP_2019_1,1,8,99,101,8,99,1.85846173085932,99.2885168303994,101.146978561259
ACW_25469,ESP_2019_1,1,8,11,93,8,11,-5.01079257140648,99.2885168303994,94.2777242589929
ACW_25580,ESP_2019_1,1,6,126,108,6,126,0.894559552558491,105.911140913158,106.805700465716
ACW_25580,ESP_2019_1,1,12,6,108,12,6,2.70964089056295,105.911140913158,108.620781803721
ACW_25580,ESP_2019_1,1,13,84,108,13,84,2.55606842197157,105.911140913158,108.467209335129
ACW_25580,ESP_2019_1,1,10,10,101,10,10,-3.74901393167099,105.911140913158,102.162126981487
ACW_25580,ESP_2019_1,1,8,65,108,8,65,2.52612166212806,105.911140913158,108.437262575286
ACW_25581,ESP_2019_1,1,6,92,108,6,92,4.92302330317077,101.984855281798,106.907878584969
ACW_25581,ESP_2019_1,1,2,28,98,2,28,-4.78170664871594,101.984855281798,97.2031486330824
ACW_25584,ESP_2019_1,1,7,112,101,7,112,-0.956344363624439,101.379169178972,100.422824815348
ACW_25584,ESP_2019_1,1,9,52,101,9,52,0.357799701969,101.379169178972,101.736968880941
ACW_25586,ESP_2019_1,1,8,50,116,8,50,8.26625462010753,108.08871553363,116.354970153737
ACW_25586,ESP_2019_1,1,9,111,108,9,111,-0.668914031470067,108.08871553363,107.41980150216
ACW_25591,ESP_2019_1,1,6,114,101,6,114,0.725777110546133,98.8694500530596,99.5952271636057
ACW_25591,ESP_2019_1,1,7,6,93,7,6,-4.39000891097032,98.8694500530596,94.4794411420893
ACW_25592,ESP_2019_1,1,3,78,98,3,78,-1.52856982725348,99.0695713603842,97.5410015331308
ACW_25592,ESP_2019_1,1,2,35,98,2,35,-1.89120859521104,99.0695713603842,97.1783627651732
ACW_25607,ESP_2019_1,1,13,124,101,13,124,-2.73821778030235,104.509041982859,101.770824202557
ACW_25607,ESP_2019_1,1,7,114,108,7,114,2.87634705839658,104.509041982859,107.385389041256
ACW_25607,ESP_2019_1,1,5,36,108,5,36,3.08654703417875,104.509041982859,107.595589017038
ACW_25619,ESP_2019_1,1,4,10,98,4,10,-1.22095919114562,99.1680571322282,97.9470979410826
ACW_25619,ESP_2019_1,1,4,83,98,4,83,-2.07851630141111,99.1680571322282,97.0895408308171
ACW_25622,ESP_2019_1,1,5,83,98,5,83,-5.32096899381199,102.437623648779,97.116654654967
ACW_25622,ESP_2019_1,1,13,127,108,13,127,6.29592936289505,102.437623648779,108.733553011674
ACW_25622,ESP_2019_1,1,8,18,101,8,18,-0.280575387116286,102.437623648779,102.157048261663
