Genotype,Envir,Management,Row,Position,Fruit_weight_single,R,P,Fruit_weight_single_spats_residuals,Fruit_weight_single_spats_geno_pred_values,Fruit_weight_single_spats_adj_pheno
997,BEL_2021_1,1,25,66,143,25,66,19.9425722570825,113.360103418841,133.302675675924
ACW_25358,BEL_2021_1,1,20,86,136,20,86,-19.8456206608138,151.432072758984,131.58645209817
ACW_25358,BEL_2021_1,1,22,11,175,22,11,20.0684076938858,151.432072758984,171.500480452869
ACW_25363,BEL_2021_1,1,23,79,198.3333333,23,79,27.8014921698748,162.506351722009,190.307843891884
ACW_25363,BEL_2021_1,1,23,53,150,23,53,-22.5309560148428,162.506351722009,139.975395707166
ACW_25365,BEL_2021_1,1,22,52,190,22,52,4.04541421859111,176.920436678355,180.965850896946
ACW_25365,BEL_2021_1,1,23,99,192.5,23,99,7.79518260812736,176.920436678355,184.715619286483
ACW_25366,BEL_2021_1,1,20,117,218,20,117,20.3392866723215,195.565749647848,215.90503632017
ACW_25368,BEL_2021_1,1,23,51,192,23,51,12.8617517552555,168.717628211564,181.57937996682
ACW_25368,BEL_2021_1,1,20,83,168.3333333,20,83,-4.76006374364727,168.717628211564,163.957564467917
ACW_25371,BEL_2021_1,1,17,53,165,17,53,5.17545388295258,149.642393109828,154.817846992781
ACW_25371,BEL_2021_1,1,19,103,147.5,19,103,-5.76841782633488,149.642393109828,143.873975283493
ACW_25372,BEL_2021_1,1,17,40,189,17,40,-1.14025261626955,183.030660857261,181.890408240992
ACW_25372,BEL_2021_1,1,18,99,198.2352941,18,99,15.7659408098419,183.030660857261,198.796601667103
ACW_25375,BEL_2021_1,1,19,92,166.5,19,92,15.9673892234823,145.832915588536,161.800304812018
ACW_25375,BEL_2021_1,1,24,19,129,24,19,-18.2967449335375,145.832915588536,127.536170654999
ACW_25454,BEL_2021_1,1,25,24,113,25,24,-8.17676096367676,126.040048300146,117.86328733647
ACW_25454,BEL_2021_1,1,26,61,120,26,61,-3.17434946373942,126.040048300146,122.865698836407
ACW_25469,BEL_2021_1,1,26,108,107,26,108,-13.7771613604991,116.750176683117,102.973015322618
ACW_25469,BEL_2021_1,1,17,56,125,17,56,-1.80835037236983,116.750176683117,114.941826310747
ACW_25580,BEL_2021_1,1,20,77,253.5294118,20,77,32.942222414883,216.606092992429,249.548315407312
ACW_25580,BEL_2021_1,1,25,33,210,25,33,-3.01257098852608,216.606092992429,213.593522003903
ACW_25581,BEL_2021_1,1,23,34,164.5,23,34,-14.4993690291611,167.545556682905,153.046187653744
ACW_25581,BEL_2021_1,1,24,114,197,24,114,22.0668170194166,167.545556682905,189.612373702322
ACW_25584,BEL_2021_1,1,21,36,230.5,21,36,22.9695847911144,201.336372240146,224.305957031261
ACW_25586,BEL_2021_1,1,19,96,238.3333333,19,96,20.4955997847527,213.23601252261,233.731612307363
ACW_25586,BEL_2021_1,1,24,25,224,24,25,7.8979407318769,213.23601252261,221.133953254487
ACW_25591,BEL_2021_1,1,25,57,271.5,25,57,69.9860971929079,195.154132380063,265.140229572971
ACW_25591,BEL_2021_1,1,23,65,153.5,23,65,-49.8344291194124,195.154132380063,145.31970326065
ACW_25592,BEL_2021_1,1,25,3,225,25,3,19.4141778289697,212.15832372792,231.57250155689
ACW_25592,BEL_2021_1,1,21,110,225,21,110,8.48814310710716,212.15832372792,220.646466835028
ACW_25607,BEL_2021_1,1,18,20,134,18,20,-15.4103737009447,154.546978279827,139.136604578882
ACW_25607,BEL_2021_1,1,26,104,175,26,104,17.0529607643684,154.546978279827,171.599939044195
ACW_25619,BEL_2021_1,1,23,107,170.5,23,107,2.36853466378625,159.920156303236,162.288690967022
ACW_25619,BEL_2021_1,1,23,10,164.4444444,23,10,1.72319195448787,159.920156303236,161.643348257724
ACW_25622,BEL_2021_1,1,24,105,173,24,105,19.7329061468786,144.915247823465,164.648153970343
ACW_25622,BEL_2021_1,1,20,42,121,20,42,-22.4805425116699,144.915247823465,122.434705311795
ACW_25628,BEL_2021_1,1,24,67,128.5,24,67,-15.477810436169,131.864604471996,116.386794035827
ACW_25628,BEL_2021_1,1,18,39,137.5,18,39,6.7815815049139,131.864604471996,138.64618597691
DLO_12_066,BEL_2021_1,1,19,47,155,19,47,2.62370055268065,156.699447471918,159.323148024599
DLO_12_084,BEL_2021_1,1,25,61,201.5,25,61,25.6615450396511,167.771647097462,193.433192137113
DLO_12_084,BEL_2021_1,1,24,41,156.5,24,41,-17.9910431444532,167.771647097462,149.780603953009
DLO_12_120,BEL_2021_1,1,26,110,215.5,26,110,18.8457731518427,192.289123777344,211.134896929187
DLO_12_140,BEL_2021_1,1,19,84,179,19,84,14.6584068578503,160.302846725645,174.961253583495
DLO_12_140,BEL_2021_1,1,25,16,144.5,25,16,-10.3922467391964,160.302846725645,149.910599986449
DLO_12_141,BEL_2021_1,1,26,25,157,26,25,20.147051371745,147.812652027174,167.959703398919
DLO_12_141,BEL_2021_1,1,20,116,128.5,20,116,-21.5740266285698,147.812652027174,126.238625398604
DLO_12_162,BEL_2021_1,1,25,19,172.5,25,19,8.38566537559339,169.340647397339,177.726312772933
DLO_12_221,BEL_2021_1,1,24,85,258.5,24,85,16.22815144073,230.465990971639,246.694142412369
DLO_12_221,BEL_2021_1,1,19,22,245.5,19,22,20.0189575906415,230.465990971639,250.484948562281
DLO_12_233,BEL_2021_1,1,21,28,150,21,28,-24.0957884178532,168.883406439471,144.787618021618
DLO_12_233,BEL_2021_1,1,25,73,212,25,73,32.2730395344855,168.883406439471,201.156445973956
DLO_12_259,BEL_2021_1,1,18,107,163.5,18,107,20.8027334683867,144.993171411155,165.795904879542
DLO_12_259,BEL_2021_1,1,18,17,116,18,17,-23.5148516091336,144.993171411155,121.478319802022
DLO_12_289,BEL_2021_1,1,25,55,271,25,55,35.1768354183901,230.414085680931,265.590921099321
DLO_12_289,BEL_2021_1,1,21,115,236.5,21,115,1.04661474665934,230.414085680931,231.46070042759
FuGa_015,BEL_2021_1,1,23,112,114,23,112,-24.2146779635647,129.561634117362,105.346956153797
FuGa_015,BEL_2021_1,1,23,3,142,23,3,14.4687358523981,129.561634117362,144.03036996976
FuGa_140,BEL_2021_1,1,25,45,133.5,25,45,-2.48159847615727,135.462486904057,132.9808884279
FuGa_140,BEL_2021_1,1,21,76,135,21,76,-4.57468550265509,135.462486904057,130.887801401402
FuGa_187,BEL_2021_1,1,24,97,160,24,97,5.89404573915135,144.589037293643,150.483083032794
FuGa_187,BEL_2021_1,1,24,39,142,24,39,-8.79037159614202,144.589037293643,135.798665697501
FuGa_215,BEL_2021_1,1,26,116,120,26,116,-7.67206288377462,122.201307326725,114.52924444295
FuGa_215,BEL_2021_1,1,18,47,117.5,18,47,-5.4287778369378,122.201307326725,116.772529489787
FuGa_217,BEL_2021_1,1,23,4,89,23,4,-15.6593393252314,105.954904809632,90.2955654844009
FuGa_217,BEL_2021_1,1,20,67,103.5,20,67,-4.84674776090817,105.954904809632,101.108157048724
FuGa_243,BEL_2021_1,1,26,41,100,26,41,-28.9336895809881,137.588649915719,108.654960334731
FuGa_243,BEL_2021_1,1,19,89,165,19,89,22.8465285140234,137.588649915719,160.435178429743
FuGa_270,BEL_2021_1,1,18,100,131.5,18,100,-5.85970835032944,138.087659429476,132.227951079147
FuGa_275,BEL_2021_1,1,22,103,173,22,103,-2.34389051690087,170.142125985965,167.798235469064
FuGa_275,BEL_2021_1,1,25,6,175,25,6,11.0948765472755,170.142125985965,181.23700253324
FuGa_352,BEL_2021_1,1,22,45,188.5,22,45,37.3427720027821,140.398147126817,177.740919129599
FuGa_352,BEL_2021_1,1,18,75,100,18,75,-42.1493407054202,140.398147126817,98.2488064213972
FuPi_005,BEL_2021_1,1,21,35,152.8571429,21,35,20.324313388841,126.390502422245,146.714815811086
FuPi_005,BEL_2021_1,1,24,74,107.5,24,74,-31.5156838916064,126.390502422245,94.8748185306388
FuPi_013,BEL_2021_1,1,25,1,191.6666667,25,1,14.8841311184898,183.597659925045,198.481791043534
FuPi_023,BEL_2021_1,1,26,32,106,26,32,-23.8527472359956,140.224569324629,116.371822088634
FuPi_023,BEL_2021_1,1,19,62,158.5,19,62,18.9670603170372,140.224569324629,159.191629641666
FuPi_052,BEL_2021_1,1,24,55,140.5,24,55,-5.68515398277452,136.132921467356,130.447767484581
FuPi_052,BEL_2021_1,1,22,117,143.5,22,117,-1.0655403057726,136.132921467356,135.067381161583
FuPi_054,BEL_2021_1,1,25,60,197.5,25,60,3.22117359288785,186.608481488764,189.829655081652
FuPi_054,BEL_2021_1,1,22,19,207.5,22,19,13.0353152163725,186.608481488764,199.643796705136
FuPi_097,BEL_2021_1,1,18,83,125,18,83,-23.8579388465944,148.04819396643,124.190255119836
FuPi_097,BEL_2021_1,1,26,34,160.5,26,34,22.5383255788464,148.04819396643,170.586519545277
FuPi_106,BEL_2021_1,1,22,12,172,22,12,17.1972635828222,150.692571806327,167.889835389149
FuPi_106,BEL_2021_1,1,25,64,142.5,25,64,-17.3115472788631,150.692571806327,133.381024527464
FuPi_107,BEL_2021_1,1,21,30,266.6666667,21,30,4.41820819250836,256.671796603478,261.090004795986
FuPi_107,BEL_2021_1,1,25,87,310,25,87,43.77372657515,256.671796603478,300.445523178628
FuPi_114,BEL_2021_1,1,21,1,105.5,21,1,-13.0370479277554,122.341262615304,109.304214687549
GaCr_002,BEL_2021_1,1,19,35,138.5,19,35,-15.1087281431805,159.06578879464,143.95706065146
GaCr_002,BEL_2021_1,1,19,69,179,19,69,18.8110268938941,159.06578879464,177.876815688534
GaCr_010,BEL_2021_1,1,26,10,129.5,26,10,-0.0213101015996244,139.944244572653,139.922934471053
GaCr_010,BEL_2021_1,1,23,81,143,23,81,-4.99215118762487,139.944244572653,134.952093385028
GaCr_017,BEL_2021_1,1,17,82,187.5,17,82,11.3648558735254,175.876706512195,187.24156238572
GaCr_041,BEL_2021_1,1,24,58,142,24,58,-15.3807996163498,146.734804887118,131.354005270768
GaCr_041,BEL_2021_1,1,22,80,164.5,22,80,13.4625326038276,146.734804887118,160.197337490945
GaCr_043,BEL_2021_1,1,20,99,113,20,99,-14.6127015214056,123.672612352794,109.059910831388
GaCr_043,BEL_2021_1,1,17,30,127.8571429,17,30,2.18249395688038,123.672612352794,125.855106309674
GaCr_052,BEL_2021_1,1,18,8,147.5,18,8,0.85473385576563,152.818503668132,153.673237523897
GaCr_055,BEL_2021_1,1,24,63,153.5,24,63,8.6253117051111,133.336929454853,141.962241159964
GaCr_055,BEL_2021_1,1,18,50,118,18,50,-16.6504425753307,133.336929454853,116.686486879522
GaCr_056,BEL_2021_1,1,19,2,133.5,19,2,8.58494688756024,127.607049223113,136.191996110674
GaCr_056,BEL_2021_1,1,24,101,117.2727273,24,101,-19.2218051673259,127.607049223113,108.385244055787
GaCr_057,BEL_2021_1,1,26,94,117,26,94,-13.6041843356882,128.669464925405,115.065280589717
GaCr_057,BEL_2021_1,1,21,54,137.5,21,54,3.45158403301519,128.669464925405,132.12104895842
GaCr_061,BEL_2021_1,1,21,12,136.25,21,12,-4.65126226378303,140.738874604963,136.08761234118
GaPi_007,BEL_2021_1,1,26,52,123.5,26,52,-2.11084384639472,131.061051927019,128.950208080625
GaPi_007,BEL_2021_1,1,20,60,125,20,60,-6.95165106632041,131.061051927019,124.109400860699
GaPi_014,BEL_2021_1,1,19,56,129.5,19,56,-23.2632861319628,155.058421962122,131.795135830159
GaPi_014,BEL_2021_1,1,26,92,181.8181818,26,92,25.1389935102038,155.058421962122,180.197415472326
GaPi_017,BEL_2021_1,1,25,78,177,25,78,1.41541795646765,164.764653739494,166.180071695962
GaPi_017,BEL_2021_1,1,20,31,168,20,31,4.88447117621129,164.764653739494,169.649124915705
GaPi_023,BEL_2021_1,1,22,51,132,22,51,-4.07814258342182,126.773171901165,122.695029317743
GaPi_023,BEL_2021_1,1,21,81,123.5,21,81,-6.93880396518216,126.773171901165,119.834367935983
GaPi_028,BEL_2021_1,1,21,116,133,21,116,-25.2274103252399,153.055051398229,127.827641072989
GaPi_028,BEL_2021_1,1,26,36,169.5,26,36,26.1899646179732,153.055051398229,179.245016016202
GaPi_033,BEL_2021_1,1,26,98,138.5,26,98,-12.471366107463,148.441039846607,135.969673739144
GaPi_033,BEL_2021_1,1,25,25,155,25,25,11.3308152828187,148.441039846607,159.771855129426
GaPi_035,BEL_2021_1,1,22,111,96,22,111,-0.160217484775785,89.2363132859521,89.0760958011763
GaPi_035,BEL_2021_1,1,22,21,70,22,21,-27.9663436715803,89.2363132859521,61.2699696143718
GaPi_038,BEL_2021_1,1,17,10,127,17,10,-17.8558740568653,153.971816143302,136.115942086437
GaPi_038,BEL_2021_1,1,17,63,181.875,17,63,19.2362974002559,153.971816143302,173.208113543558
GaPi_051,BEL_2021_1,1,22,48,120,22,48,-18.0139158810072,127.934702625274,109.920786744267
GaPi_051,BEL_2021_1,1,23,80,143.5,23,80,7.52640476673943,127.934702625274,135.461107392013
GaPi_056,BEL_2021_1,1,19,52,146.5,19,52,-31.4505381225697,181.241554942047,149.791016819477
GaPi_056,BEL_2021_1,1,24,71,239,24,71,45.260736852425,181.241554942047,226.502291794472
I_BB002,BEL_2021_1,1,17,21,144,17,21,-3.39170977475027,150.471082636523,147.079372861772
I_BB002,BEL_2021_1,1,18,90,154,18,90,3.17646945967022,150.471082636523,153.647552096193
I_BB012,BEL_2021_1,1,17,81,86.25,17,81,-20.4879530408484,105.994689171223,85.5067361303744
I_BB015,BEL_2021_1,1,20,72,142,20,72,4.55451915737132,134.121753402302,138.676272559674
I_BB015,BEL_2021_1,1,17,24,120.5,17,24,-12.221920697775,134.121753402302,121.899832704527
I_BB028,BEL_2021_1,1,17,101,140.7692308,17,101,1.51195765230531,146.626640573006,148.138598225312
I_BB028,BEL_2021_1,1,18,37,141.5,18,37,-3.4795268653057,146.626640573006,143.147113707701
I_BB031,BEL_2021_1,1,17,5,97,17,5,-3.39616828649913,112.248826603958,108.852658317459
I_BB031,BEL_2021_1,1,21,71,102.5,21,71,-14.2410965208206,112.248826603958,98.0077300831374
I_BB039,BEL_2021_1,1,24,17,108.5,24,17,-52.2391991361493,159.788481992828,107.549282856678
I_BB039,BEL_2021_1,1,21,107,220,21,107,56.270907500687,159.788481992828,216.059389493515
I_BB049,BEL_2021_1,1,26,11,109.5,26,11,11.7775917113258,108.2417132629,120.019304974226
I_BB049,BEL_2021_1,1,24,108,85,24,108,-31.2413323475869,108.2417132629,77.0003809153135
I_BB056,BEL_2021_1,1,18,48,164.5,18,48,-0.941830260658008,164.50948444091,163.567654180252
I_BB056,BEL_2021_1,1,19,66,172,19,66,7.12541108945743,164.50948444091,171.634895530367
I_BB070,BEL_2021_1,1,23,35,135,23,35,-8.60486047758565,132.065058123695,123.460197646109
I_CC003,BEL_2021_1,1,23,49,175,23,49,-2.518069635084,166.730990525691,164.212920890607
I_CC003,BEL_2021_1,1,23,67,184.5,23,67,9.71423154715941,166.730990525691,176.44522207285
I_CC044,BEL_2021_1,1,19,61,105.5,19,61,-1.4904615044114,107.950602694853,106.460141190442
I_CC044,BEL_2021_1,1,17,52,100,17,52,-18.1059697674357,107.950602694853,89.8446329274173
I_CC048,BEL_2021_1,1,19,104,240,19,104,34.8391297228429,201.74866851716,236.587798240003
I_CC048,BEL_2021_1,1,18,29,186.5,18,29,-11.6816168348083,201.74866851716,190.067051682352
I_CC052,BEL_2021_1,1,17,115,90,17,115,-15.3606237927563,117.2435593224,101.882935529643
I_CC055,BEL_2021_1,1,17,89,75,17,89,-15.1830776521689,93.0659046016011,77.8828269494322
I_CC055,BEL_2021_1,1,24,53,91.5,24,53,-11.1979237015505,93.0659046016011,81.8679809000506
I_CC057,BEL_2021_1,1,17,36,75,17,36,-25.4134849937381,95.1885429920698,69.7750579983317
I_CC059,BEL_2021_1,1,26,74,150,26,74,-0.0816035964300852,150.764268820359,150.682665223929
I_CC067,BEL_2021_1,1,17,16,150.9090909,17,16,1.81617594493659,154.927815689197,156.743991634134
I_CC070,BEL_2021_1,1,25,8,103.5,25,8,-5.98779664173405,115.521724138302,109.533927496568
I_CC070,BEL_2021_1,1,22,84,109.5,22,84,-10.157654051962,115.521724138302,105.36407008634
I_CC075,BEL_2021_1,1,26,59,122,26,59,-8.00610429854365,133.378671933997,125.372567635453
I_J012,BEL_2021_1,1,23,94,169.5,23,94,3.38283430064666,158.364914334891,161.747748635537
I_J030,BEL_2021_1,1,21,53,198.4615385,21,53,5.57564288781032,187.452422145144,193.028065032954
I_J030,BEL_2021_1,1,17,69,205,17,69,11.065521142424,187.452422145144,198.517943287568
I_J033,BEL_2021_1,1,17,62,180,17,62,6.29481099367524,164.753512788036,171.048323781712
I_J036,BEL_2021_1,1,24,112,214.5,24,112,43.6415212462262,163.278233105572,206.919754351798
I_J036,BEL_2021_1,1,18,19,120,18,19,-38.0191550904198,163.278233105572,125.259078015152
I_J046,BEL_2021_1,1,21,100,162,21,100,-5.76830909151596,164.680510703299,158.912201611783
I_J046,BEL_2021_1,1,17,8,166.5,17,8,12.02984512342,164.680510703299,176.710355826719
I_J054,BEL_2021_1,1,19,33,140,19,33,13.5017474040083,131.969080180658,145.470827584666
I_J054,BEL_2021_1,1,19,105,113,19,105,-22.1503554320493,131.969080180658,109.818724748609
I_J056,BEL_2021_1,1,19,51,120,19,51,-8.58611280998565,132.106188713962,123.520075903976
I_J063,BEL_2021_1,1,20,113,166.6666667,20,113,12.9180652649836,151.041256099453,163.959321364437
I_J063,BEL_2021_1,1,21,26,142.9411765,21,26,-12.8734157392452,151.041256099453,138.167840360208
I_J064,BEL_2021_1,1,26,95,147.0588235,26,95,-1.86992812181848,146.840855791687,144.970927669868
I_M007,BEL_2021_1,1,17,13,204.6153846,17,13,19.1451995176457,192.946036596042,212.091236113688
I_M013,BEL_2021_1,1,24,93,101.5,24,93,-18.6925456435522,109.933641343674,91.2410957001223
I_M014,BEL_2021_1,1,21,91,94.5,21,91,-16.569085935862,108.229474974985,91.6603890391228
I_M014,BEL_2021_1,1,22,57,113,22,57,-2.9002330145528,108.229474974985,105.329241960432
I_M024,BEL_2021_1,1,24,88,164.2857143,24,88,-14.8061609783932,167.828752772128,153.022591793735
I_M024,BEL_2021_1,1,21,8,189,21,8,22.502692118486,167.828752772128,190.331444890614
I_M026,BEL_2021_1,1,17,44,150,17,44,-14.5684252107035,155.926984238216,141.358559027512
I_M026,BEL_2021_1,1,20,80,177,20,80,16.8400305504421,155.926984238216,172.767014788658
I_M029,BEL_2021_1,1,21,98,156.5,21,98,0.825068732361331,152.753421223637,153.578489955999
I_M047,BEL_2021_1,1,18,32,181,18,32,5.00329169850497,178.875793716372,183.879085414877
I_M047,BEL_2021_1,1,17,68,193.5,17,68,7.72857324641109,178.875793716372,186.604366962784
I_M048,BEL_2021_1,1,24,29,91.5,24,29,-19.7939959145341,107.517164757767,87.7231688432327
I_M052,BEL_2021_1,1,17,38,146.5,17,38,1.25795989882477,139.039029593785,140.29698949261
I_M052,BEL_2021_1,1,17,107,123,17,107,-6.68402575851565,139.039029593785,132.355003835269
I_M056,BEL_2021_1,1,22,69,110,22,69,-21.0556995659146,125.840638358064,104.784938792149
I_M056,BEL_2021_1,1,21,20,138.5,21,20,9.61369641641542,125.840638358064,135.454334774479
I_W002,BEL_2021_1,1,20,8,118,20,8,0.0437445991249064,121.247183379309,121.290927978434
I_W002,BEL_2021_1,1,26,79,107.5,26,79,-13.5794830078848,121.247183379309,107.667700371424
I_W010,BEL_2021_1,1,19,73,154.5,19,73,-4.2343077150181,156.675303752086,152.440996037068
I_W010,BEL_2021_1,1,26,20,152.5,26,20,6.84700335794452,156.675303752086,163.522307110031
I_W034,BEL_2021_1,1,26,102,145,26,102,17.3822724776024,124.511604074361,141.893876551964
I_W034,BEL_2021_1,1,25,54,100,25,54,-29.4300605870989,124.511604074361,95.0815434872622
I_W036,BEL_2021_1,1,18,22,132,18,22,-9.39895975744872,146.261998627247,136.863038869798
I_W036,BEL_2021_1,1,23,76,161.5,23,76,7.26518369091966,146.261998627247,153.527182318166
I_W037,BEL_2021_1,1,22,95,131,22,95,13.1000282904072,113.746748218753,126.84677650916
I_W037,BEL_2021_1,1,25,2,77,25,2,-30.0545278774276,113.746748218753,83.6922203413255
I_W044,BEL_2021_1,1,20,3,122.5,20,3,6.06032052470317,119.74993292458,125.810253449283
I_W044,BEL_2021_1,1,25,70,110,25,70,-20.2785182333825,119.74993292458,99.4714146911974
I_W045,BEL_2021_1,1,22,46,137,22,46,-7.66748910717175,134.121561289185,126.454072182014
I_W046,BEL_2021_1,1,24,100,188,24,100,21.4758577905597,157.488783738273,178.964641528833
I_W046,BEL_2021_1,1,22,23,148.5,22,23,-18.4923711553063,157.488783738273,138.996412582967
I_W049,BEL_2021_1,1,26,50,122,26,50,-6.84774451770016,134.925602339022,128.077857821321
I_W049,BEL_2021_1,1,26,76,134,26,76,-0.453255943404685,134.925602339022,134.472346395617
I_W050,BEL_2021_1,1,24,51,218.5,24,51,32.090638518197,177.216994671118,209.307633189315
I_W050,BEL_2021_1,1,25,109,163,25,109,-20.1148680740741,177.216994671118,157.102126597044
JoPr_1990_102_001,BEL_2021_1,1,26,87,180,26,87,8.83526948421184,170.327035825421,179.162305309633
JoPr_1990_102_054,BEL_2021_1,1,18,70,117.5,18,70,-8.17666941990093,123.382944139811,115.20627471991
JoPr_1990_102_054,BEL_2021_1,1,24,46,127,24,46,-4.38557134268871,123.382944139811,118.997372797122
JoPr_1990_102_097,BEL_2021_1,1,24,69,141.5,24,69,4.84846916057003,124.318165095668,129.166634256238
JoPr_1990_102_097,BEL_2021_1,1,17,39,114,17,39,-16.9844283770175,124.318165095668,107.33373671865
